医師コード,氏名,KOL,論文執筆数,年齢,性別,専門医かどうか,施設タイプ,該当施設におけるA社全製品の売上: 直近1年間,MR訪問回数: 直近3ヶ月,MR電話回数: 直近3ヶ月,MRビデオ会議回数: 直近3ヶ月,webセミナー channelA 参加回数: 直近3ヶ月,webセミナー channelB 参加回数: 直近3ヶ月,webセミナー channelC 参加回数: 直近3ヶ月,製品説明会への参加,eDTL channelA アクセス数: 直近3ヶ月,eDTL channelB アクセス数: 直近3ヶ月,eDTL channelC アクセス数: 直近3ヶ月,eDTL channelC 開封数: 直近3ヶ月,自社医療関係者向けサイト 資料ダウンロード: 直近3ヶ月,自社医療関係者向けサイト メルマガクリック数: 直近3ヶ月,営業エリアでの過去の導入施設数: 直近1ヶ月,処方したかどうか
2251,佐藤 太郎,0.0,0.0,41,男,専門医ではない,HP,1600,0.0,10.0,14.0,1.0,0.0,1.0,0.0,0,1,1,7.0,no,2,1,0
2252,山本 結衣,0.0,0.0,51,男,専門医ではない,GP&HP,1900,0.0,1.0,18.0,0.0,2.0,1.0,0.0,0,1,0,,yes,2,5,0
2253,渡辺 太郎,0.0,0.0,42,男,専門医ではない,GP,2600,5.0,8.0,14.0,2.0,0.0,1.0,0.0,0,0,0,11.0,no,2,7,0
2254,高橋 美咲,0.0,1.0,75,男,専門医ではない,HP,1100,5.0,6.0,18.0,3.0,2.0,1.0,1.0,2,0,1,3.0,no,4,2,1
2255,山本 花子,1.0,1.0,63,男,専門医ではない,GP&HP,1400,13.0,2.0,3.0,0.0,0.0,1.0,0.0,1,1,1,1.0,yes,0,2,1
2256,中村 花子,0.0,1.0,52,男,専門医ではない,GP,1700,6.0,8.0,30.0,1.0,0.0,1.0,0.0,1,1,1,2.0,no,5,6,0
2257,高橋 花子,0.0,1.0,68,男,専門医ではない,GP,1400,17.0,6.0,8.0,1.0,0.0,1.0,0.0,0,0,2,3.0,yes,4,4,0
2258,高橋 太郎,0.0,0.0,53,男,専門医ではない,HP,1600,1.0,3.0,22.0,0.0,1.0,1.0,0.0,0,0,1,11.0,no,3,3,0
2259,渡辺 太郎,0.0,0.0,69,男,専門医ではない,GP,1800,9.0,4.0,14.0,1.0,1.0,0.0,1.0,0,0,0,4.0,no,1,1,0
2260,田中 優子,0.0,1.0,57,男,専門医ではない,HP,1600,10.0,1.0,10.0,1.0,1.0,0.0,0.0,0,1,1,7.0,,2,4,0
2261,渡辺 一郎,0.0,1.0,75,男,専門医,GP&HP,1300,4.0,7.0,10.0,1.0,1.0,1.0,0.0,0,0,1,5.0,yes,3,1,0
2262,小林 優子,0.0,1.0,65,女,専門医ではない,GP,2200,7.0,7.0,13.0,0.0,1.0,1.0,0.0,1,0,3,4.0,no,2,3,1
2263,佐藤 彩,0.0,0.0,49,男,専門医ではない,HP,1400,6.0,2.0,12.0,1.0,1.0,0.0,0.0,1,1,1,10.0,yes,9,1,1
2264,小林 花子,0.0,1.0,69,男,専門医ではない,GP,1000,2.0,4.0,24.0,1.0,1.0,0.0,0.0,1,1,0,5.0,yes,4,3,0
2265,中村 一郎,0.0,1.0,28,男,専門医ではない,GP,1900,2.0,14.0,4.0,0.0,1.0,0.0,0.0,2,1,0,4.0,no,3,0,0
2266,佐藤 美咲,0.0,1.0,76,男,専門医,HP,1100,11.0,1.0,15.0,1.0,0.0,0.0,0.0,0,0,2,3.0,no,2,1,0
2267,加藤 花子,0.0,1.0,42,男,専門医ではない,GP,1000,4.0,1.0,20.0,0.0,1.0,0.0,0.0,2,1,10,5.0,no,2,4,0
2268,加藤 一郎,0.0,1.0,36,男,専門医ではない,HP,2700,1.0,6.0,14.0,1.0,1.0,0.0,0.0,0,1,0,8.0,no,2,1,0
2269,高橋 優子,0.0,1.0,61,男,専門医ではない,HP,1700,4.0,6.0,8.0,0.0,0.0,0.0,0.0,8,0,1,12.0,no,3,2,0
2270,中村 翔,0.0,0.0,29,男,専門医ではない,HP,1200,6.0,21.0,20.0,0.0,1.0,1.0,0.0,1,1,1,7.0,yes,1,5,1
2271,佐藤 美咲,0.0,1.0,50,男,専門医,HP,1100,8.0,1.0,11.0,1.0,1.0,0.0,0.0,5,0,2,5.0,no,2,1,0
2272,渡辺 大輔,1.0,0.0,33,男,専門医,HP,2000,5.0,19.0,13.0,,0.0,0.0,0.0,1,0,2,5.0,no,2,9,1
2273,佐藤 優子,0.0,0.0,75,女,専門医ではない,HP,1400,1.0,4.0,25.0,0.0,1.0,1.0,0.0,1,1,0,2.0,no,2,1,0
2274,中村 一郎,0.0,1.0,44,男,専門医ではない,GP,1600,16.0,8.0,15.0,0.0,1.0,0.0,1.0,0,1,1,9.0,yes,3,1,0
2275,高橋 太郎,0.0,0.0,40,男,専門医ではない,GP,2400,9.0,3.0,7.0,1.0,0.0,1.0,0.0,0,0,0,1.0,yes,1,2,0
2276,田中 太郎,0.0,0.0,35,男,専門医ではない,GP,1100,6.0,18.0,4.0,1.0,0.0,1.0,0.0,1,0,1,8.0,no,2,1,0
2277,田中 太郎,0.0,0.0,45,男,専門医ではない,GP&HP,2000,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0,0,1,9.0,no,2,3,0
2278,小林 健太,0.0,0.0,48,男,専門医ではない,GP,2200,1.0,3.0,7.0,1.0,1.0,0.0,0.0,4,1,0,5.0,no,2,1,0
2279,加藤 優子,0.0,1.0,74,男,専門医ではない,GP,2400,1.0,13.0,10.0,1.0,1.0,0.0,0.0,0,1,1,2.0,no,6,1,0
2280,小林 健太,,1.0,61,男,専門医ではない,GP&HP,1300,3.0,4.0,16.0,0.0,1.0,0.0,0.0,0,1,0,3.0,yes,1,2,0
2281,鈴木 優子,0.0,1.0,49,男,専門医ではない,GP&HP,1800,6.0,6.0,12.0,1.0,1.0,0.0,0.0,0,3,0,1.0,yes,1,1,0
2282,小林 健太,0.0,0.0,41,男,専門医,HP,1600,7.0,3.0,9.0,1.0,0.0,1.0,0.0,1,0,0,7.0,no,4,1,0
2283,佐藤 花子,0.0,1.0,60,男,専門医,HP,1900,6.0,12.0,11.0,0.0,0.0,2.0,0.0,1,0,4,12.0,no,3,2,1
2284,山本 優子,0.0,0.0,69,女,専門医,GP,2200,1.0,2.0,14.0,1.0,1.0,1.0,1.0,1,1,0,5.0,yes,4,2,0
2285,中村 一郎,0.0,0.0,47,女,専門医,HP,2400,8.0,9.0,16.0,1.0,1.0,1.0,0.0,1,1,2,8.0,yes,3,5,1
2286,田中 花子,0.0,0.0,71,男,専門医ではない,HP,1500,5.0,9.0,10.0,0.0,1.0,1.0,0.0,0,2,3,2.0,no,4,8,0
2287,田中 優子,0.0,1.0,44,男,専門医ではない,GP&HP,1100,2.0,6.0,8.0,0.0,0.0,0.0,0.0,1,1,3,6.0,no,1,1,0
2288,佐藤 健太,0.0,1.0,76,男,専門医,GP&HP,2000,5.0,12.0,13.0,,0.0,1.0,0.0,1,2,0,4.0,no,9,3,0
2289,加藤 翔,0.0,2.0,35,女,専門医ではない,HP,1600,0.0,2.0,19.0,1.0,0.0,0.0,0.0,1,2,1,2.0,yes,3,3,1
2290,鈴木 太郎,1.0,,51,男,専門医ではない,GP&HP,1500,2.0,13.0,12.0,0.0,1.0,2.0,1.0,0,1,1,8.0,no,1,3,0
2291,小林 美咲,0.0,0.0,70,男,専門医ではない,GP&HP,1700,9.0,9.0,20.0,0.0,2.0,0.0,0.0,1,3,0,12.0,no,2,4,0
2292,山本 大輔,0.0,2.0,54,男,専門医ではない,HP,1600,5.0,3.0,12.0,1.0,1.0,1.0,0.0,0,0,0,5.0,no,2,2,0
2293,加藤 大輔,0.0,1.0,50,女,専門医ではない,GP,2200,1.0,3.0,,1.0,1.0,0.0,0.0,1,0,1,4.0,no,2,2,0
2294,伊藤 一郎,0.0,1.0,41,男,専門医,HP,2700,1.0,0.0,12.0,1.0,0.0,1.0,0.0,1,1,2,1.0,no,1,0,0
2295,伊藤 美咲,0.0,0.0,35,女,専門医ではない,HP,1900,2.0,8.0,19.0,1.0,1.0,0.0,0.0,1,0,3,3.0,no,5,3,0
2296,加藤 一郎,0.0,0.0,67,男,専門医,GP,1500,1.0,3.0,13.0,1.0,1.0,0.0,0.0,2,1,0,5.0,no,1,4,0
2297,中村 翔,0.0,1.0,28,女,専門医,GP&HP,1700,5.0,16.0,20.0,1.0,1.0,0.0,0.0,8,0,0,2.0,no,2,4,1
2298,加藤 彩,1.0,1.0,53,男,専門医ではない,GP,1100,10.0,2.0,9.0,1.0,0.0,1.0,1.0,1,1,0,0.0,no,4,6,0
2299,加藤 結衣,0.0,1.0,60,男,専門医,GP&HP,1900,6.0,12.0,6.0,1.0,0.0,1.0,0.0,0,0,0,7.0,no,4,1,0
2300,中村 優子,0.0,0.0,31,男,専門医,GP,1500,14.0,5.0,9.0,0.0,0.0,1.0,0.0,0,0,1,6.0,no,7,1,0
2301,加藤 美咲,0.0,1.0,66,男,専門医ではない,GP&HP,1700,7.0,5.0,9.0,1.0,1.0,0.0,0.0,1,0,0,8.0,no,3,3,1
2302,小林 優子,0.0,0.0,55,男,専門医,GP,2000,9.0,7.0,13.0,2.0,1.0,0.0,1.0,1,0,1,11.0,no,3,1,1
2303,渡辺 花子,0.0,2.0,40,男,専門医ではない,GP,1800,1.0,2.0,15.0,0.0,0.0,1.0,0.0,0,0,0,7.0,no,2,2,1
2304,加藤 翔,0.0,0.0,76,男,専門医ではない,HP,1800,10.0,9.0,3.0,0.0,1.0,1.0,0.0,1,0,4,3.0,no,4,6,1
2305,佐藤 優子,0.0,1.0,34,男,専門医ではない,GP,1800,4.0,11.0,22.0,0.0,0.0,0.0,0.0,0,1,0,9.0,no,4,2,0
2306,山本 優子,0.0,0.0,65,男,専門医ではない,GP,1300,10.0,4.0,21.0,0.0,0.0,1.0,0.0,0,2,1,2.0,yes,8,2,0
2307,高橋 健太,0.0,,49,男,専門医ではない,GP,1800,4.0,5.0,10.0,1.0,0.0,1.0,0.0,4,2,0,3.0,no,4,7,0
2308,中村 一郎,0.0,,55,男,専門医,GP,1500,2.0,5.0,7.0,1.0,0.0,1.0,0.0,1,1,1,3.0,no,3,1,0
2309,小林 美咲,0.0,1.0,52,男,専門医,GP,3900,2.0,6.0,,0.0,1.0,0.0,0.0,0,1,4,12.0,no,2,4,1
2310,鈴木 大輔,0.0,1.0,55,男,専門医,HP,2300,2.0,6.0,8.0,0.0,1.0,0.0,0.0,3,1,0,9.0,no,2,3,0
2311,伊藤 大輔,0.0,,68,男,専門医ではない,GP&HP,1700,8.0,2.0,2.0,0.0,1.0,1.0,0.0,0,3,0,3.0,no,2,5,0
2312,高橋 美咲,0.0,0.0,34,男,専門医ではない,GP,2300,7.0,9.0,10.0,0.0,1.0,1.0,0.0,2,0,0,6.0,no,2,2,0
2313,山本 花子,0.0,0.0,75,男,専門医,GP,2400,1.0,9.0,9.0,2.0,0.0,1.0,0.0,0,4,0,6.0,no,1,1,0
2314,小林 優子,0.0,1.0,72,男,専門医ではない,GP,2200,3.0,2.0,5.0,0.0,0.0,1.0,0.0,2,0,1,2.0,no,4,2,0
2315,山本 美咲,0.0,1.0,54,女,専門医,GP&HP,2100,7.0,5.0,10.0,1.0,0.0,0.0,0.0,0,0,0,3.0,no,5,1,0
2316,加藤 太郎,0.0,0.0,40,男,専門医ではない,HP,2500,4.0,7.0,28.0,0.0,1.0,0.0,0.0,0,1,1,8.0,no,2,4,0
2317,高橋 翔,0.0,1.0,51,男,専門医ではない,GP&HP,1100,0.0,5.0,9.0,1.0,1.0,1.0,0.0,1,0,1,2.0,no,2,1,0
2318,鈴木 太郎,0.0,,43,男,専門医ではない,GP&HP,1500,13.0,3.0,21.0,1.0,0.0,0.0,0.0,0,0,1,7.0,no,3,1,0
2319,伊藤 翔,0.0,0.0,30,男,専門医ではない,GP&HP,2300,0.0,5.0,8.0,0.0,1.0,1.0,0.0,1,3,1,0.0,no,4,4,0
2320,中村 太郎,0.0,1.0,41,男,専門医ではない,GP,1200,2.0,6.0,7.0,1.0,1.0,0.0,0.0,4,0,2,4.0,no,5,1,0
2321,渡辺 太郎,0.0,,60,男,専門医ではない,GP,1600,0.0,3.0,9.0,0.0,1.0,0.0,0.0,1,0,1,4.0,no,2,0,0
2322,田中 一郎,,1.0,46,男,専門医ではない,GP,1800,11.0,4.0,3.0,0.0,2.0,0.0,0.0,2,0,0,4.0,no,5,3,0
2323,渡辺 太郎,0.0,0.0,46,男,専門医ではない,HP,1100,3.0,4.0,26.0,0.0,2.0,1.0,0.0,0,0,1,4.0,no,2,3,0
2324,小林 美咲,0.0,1.0,50,男,専門医ではない,GP&HP,1400,1.0,9.0,12.0,0.0,0.0,0.0,0.0,0,1,2,2.0,no,1,1,0
2325,加藤 健太,0.0,1.0,76,女,専門医ではない,HP,1500,5.0,8.0,11.0,0.0,1.0,0.0,0.0,0,0,0,6.0,no,3,2,0
2326,鈴木 一郎,1.0,1.0,41,男,専門医ではない,HP,1700,12.0,0.0,20.0,,0.0,0.0,0.0,1,0,1,4.0,yes,3,1,0
2327,高橋 健太,0.0,1.0,29,男,専門医ではない,GP,1900,1.0,7.0,15.0,0.0,0.0,0.0,0.0,2,0,1,1.0,no,3,8,0
2328,加藤 太郎,1.0,1.0,39,男,専門医ではない,HP,1400,12.0,3.0,13.0,1.0,0.0,0.0,0.0,1,0,1,4.0,no,0,2,1
2329,高橋 大輔,0.0,0.0,43,男,専門医,GP,2600,2.0,6.0,20.0,0.0,0.0,0.0,0.0,0,6,0,9.0,yes,5,1,1
2330,佐藤 美咲,0.0,0.0,33,男,専門医ではない,HP,1400,12.0,1.0,14.0,,0.0,1.0,0.0,2,0,1,6.0,yes,1,5,0
2331,渡辺 健太,0.0,0.0,59,男,専門医ではない,HP,1700,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0,2,1,11.0,no,2,4,0
2332,加藤 太郎,0.0,0.0,67,男,専門医,GP&HP,1700,1.0,9.0,4.0,1.0,1.0,0.0,0.0,0,1,1,5.0,no,9,1,0
2333,伊藤 大輔,0.0,0.0,64,男,専門医ではない,HP,1100,0.0,7.0,17.0,1.0,0.0,1.0,0.0,0,1,0,4.0,no,2,0,0
2334,中村 花子,0.0,0.0,74,男,専門医ではない,GP&HP,2700,9.0,13.0,7.0,0.0,0.0,1.0,0.0,0,2,1,17.0,no,3,1,0
2335,中村 健太,0.0,0.0,74,男,専門医ではない,HP,1500,16.0,3.0,5.0,1.0,0.0,0.0,0.0,2,1,0,10.0,no,8,2,0
2336,中村 太郎,0.0,1.0,42,男,専門医ではない,GP,1200,4.0,2.0,6.0,0.0,0.0,,1.0,1,1,1,3.0,no,2,2,0
2337,高橋 結衣,0.0,0.0,72,男,専門医,HP,2900,2.0,4.0,7.0,1.0,1.0,0.0,1.0,0,1,1,6.0,no,2,2,0
2338,加藤 花子,,1.0,50,男,専門医ではない,HP,2600,1.0,16.0,13.0,0.0,1.0,1.0,0.0,1,0,0,7.0,yes,9,1,1
2339,小林 翔,0.0,1.0,34,男,専門医ではない,GP,1200,6.0,7.0,9.0,0.0,1.0,0.0,0.0,0,0,1,9.0,no,2,4,0
2340,加藤 翔,0.0,0.0,37,男,専門医ではない,GP,1200,,13.0,17.0,0.0,0.0,1.0,0.0,0,1,1,10.0,no,4,0,0
2341,中村 彩,0.0,1.0,58,男,専門医ではない,GP,1500,2.0,6.0,18.0,0.0,0.0,1.0,0.0,0,0,3,3.0,no,2,1,0
2342,高橋 大輔,0.0,0.0,75,男,専門医ではない,GP,1900,10.0,4.0,6.0,1.0,0.0,2.0,,0,1,1,1.0,no,4,3,0
2343,山本 彩,0.0,1.0,65,女,専門医ではない,HP,2400,5.0,19.0,13.0,1.0,0.0,1.0,0.0,0,1,1,1.0,no,2,2,0
2344,田中 大輔,0.0,0.0,30,男,専門医ではない,HP,1300,3.0,7.0,1.0,0.0,1.0,1.0,0.0,0,2,1,3.0,no,2,5,0
2345,佐藤 太郎,0.0,0.0,31,女,専門医ではない,GP,1600,3.0,2.0,6.0,0.0,1.0,0.0,0.0,0,1,4,3.0,yes,2,2,0
2346,山本 一郎,0.0,2.0,64,男,専門医ではない,GP,1600,2.0,0.0,26.0,0.0,1.0,0.0,0.0,1,1,2,7.0,no,5,1,0
2347,鈴木 花子,0.0,,70,男,専門医,HP,1900,4.0,3.0,17.0,0.0,0.0,0.0,1.0,2,1,1,2.0,no,3,2,0
2348,伊藤 太郎,0.0,1.0,68,男,専門医,GP&HP,2000,2.0,3.0,6.0,2.0,1.0,0.0,0.0,3,0,1,0.0,no,4,6,0
2349,高橋 美咲,0.0,0.0,69,女,専門医ではない,GP,2300,6.0,14.0,18.0,0.0,1.0,0.0,0.0,0,2,1,4.0,no,1,4,0
2350,佐藤 優子,1.0,0.0,40,男,専門医ではない,GP&HP,1100,3.0,2.0,10.0,0.0,1.0,0.0,0.0,1,1,2,4.0,no,3,1,0
2351,田中 一郎,0.0,3.0,51,男,専門医ではない,HP,1500,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0,0,0,3.0,no,4,5,0
2352,渡辺 結衣,0.0,1.0,46,女,専門医ではない,GP,2700,10.0,14.0,10.0,0.0,1.0,0.0,0.0,5,3,1,14.0,yes,1,3,0
2353,高橋 一郎,0.0,0.0,39,男,専門医ではない,HP,1500,4.0,0.0,8.0,1.0,1.0,0.0,0.0,1,0,0,1.0,no,1,3,0
2354,田中 彩,1.0,0.0,50,男,専門医ではない,HP,1100,1.0,9.0,14.0,1.0,1.0,0.0,0.0,1,1,0,6.0,yes,2,4,1
2355,加藤 太郎,0.0,1.0,38,男,専門医ではない,GP&HP,1600,5.0,5.0,9.0,1.0,0.0,0.0,0.0,0,0,0,5.0,no,2,4,0
2356,小林 花子,0.0,,69,女,専門医ではない,GP,1900,4.0,5.0,11.0,0.0,0.0,0.0,0.0,0,1,0,4.0,no,1,1,0
2357,加藤 太郎,0.0,1.0,61,女,専門医,HP,3000,12.0,4.0,22.0,0.0,1.0,1.0,0.0,4,0,1,10.0,no,2,1,1
2358,高橋 彩,0.0,1.0,34,男,専門医,HP,1500,6.0,1.0,19.0,1.0,1.0,0.0,0.0,1,1,1,7.0,no,1,3,0
2359,渡辺 美咲,0.0,0.0,28,男,専門医ではない,GP,1900,1.0,16.0,9.0,1.0,1.0,0.0,0.0,2,3,0,1.0,no,1,2,0
2360,鈴木 一郎,0.0,1.0,66,男,専門医ではない,HP,2000,7.0,9.0,15.0,0.0,0.0,0.0,1.0,0,0,0,5.0,yes,2,4,1
2361,小林 翔,0.0,1.0,56,男,専門医ではない,HP,1500,12.0,6.0,13.0,1.0,1.0,1.0,0.0,1,1,0,0.0,no,4,3,0
2362,小林 健太,0.0,0.0,57,男,専門医ではない,GP,2000,9.0,10.0,6.0,0.0,1.0,0.0,0.0,1,1,0,7.0,no,1,0,0
2363,山本 翔,0.0,1.0,71,男,専門医ではない,HP,2300,,2.0,8.0,0.0,1.0,0.0,1.0,4,3,2,0.0,no,4,1,0
2364,佐藤 太郎,0.0,0.0,48,男,専門医,GP&HP,1300,1.0,21.0,8.0,0.0,1.0,1.0,0.0,0,0,1,4.0,no,2,2,0
2365,佐藤 大輔,1.0,0.0,46,女,専門医ではない,GP,1600,1.0,9.0,14.0,0.0,0.0,1.0,0.0,2,0,1,4.0,no,6,1,1
2366,伊藤 健太,0.0,2.0,74,男,専門医,HP,1300,1.0,24.0,8.0,,1.0,1.0,0.0,1,0,0,10.0,no,1,2,0
2367,山本 彩,0.0,0.0,48,男,専門医ではない,GP,1900,4.0,18.0,13.0,0.0,0.0,0.0,0.0,0,0,1,4.0,no,4,8,0
2368,渡辺 花子,0.0,1.0,69,男,専門医ではない,GP&HP,2000,3.0,4.0,26.0,0.0,1.0,1.0,1.0,0,1,1,2.0,no,2,3,0
2369,小林 結衣,0.0,1.0,39,男,専門医ではない,GP,1300,3.0,10.0,23.0,1.0,1.0,0.0,0.0,1,4,0,3.0,yes,2,5,0
2370,鈴木 一郎,0.0,,40,男,専門医ではない,GP&HP,1600,3.0,8.0,7.0,1.0,1.0,0.0,0.0,2,1,2,4.0,no,4,1,0
2371,佐藤 一郎,0.0,0.0,60,男,専門医ではない,GP,2200,4.0,6.0,20.0,1.0,1.0,1.0,0.0,2,1,0,8.0,yes,1,6,1
2372,小林 花子,0.0,1.0,77,女,専門医ではない,HP,2600,0.0,12.0,16.0,0.0,0.0,0.0,0.0,2,0,1,6.0,no,6,3,0
2373,山本 美咲,1.0,1.0,32,男,専門医,GP,2400,13.0,3.0,10.0,0.0,0.0,0.0,0.0,0,1,3,16.0,no,7,1,0
2374,鈴木 大輔,0.0,1.0,67,女,専門医ではない,GP,1700,1.0,7.0,8.0,0.0,0.0,1.0,0.0,2,2,2,1.0,yes,7,1,0
2375,小林 一郎,0.0,1.0,29,男,専門医ではない,GP,1000,7.0,15.0,6.0,1.0,0.0,0.0,0.0,1,0,1,3.0,no,1,1,0
2376,小林 結衣,0.0,2.0,73,男,専門医,GP&HP,2700,16.0,15.0,23.0,0.0,1.0,1.0,0.0,0,18,0,4.0,no,3,1,1
2377,小林 太郎,0.0,1.0,67,女,専門医ではない,GP,2000,12.0,1.0,13.0,1.0,1.0,1.0,0.0,1,2,1,6.0,no,3,0,0
2378,田中 花子,0.0,0.0,41,男,専門医ではない,GP&HP,1600,0.0,1.0,19.0,0.0,0.0,0.0,0.0,8,0,0,2.0,no,4,4,1
2379,田中 一郎,0.0,0.0,45,男,専門医,HP,1500,10.0,2.0,13.0,0.0,0.0,0.0,0.0,1,1,0,3.0,no,3,2,0
2380,山本 優子,0.0,0.0,52,男,専門医,HP,1400,5.0,11.0,5.0,1.0,0.0,0.0,0.0,1,0,1,4.0,no,1,1,1
2381,高橋 結衣,0.0,0.0,58,女,専門医,HP,2800,4.0,5.0,7.0,1.0,1.0,0.0,0.0,0,2,1,10.0,yes,1,9,1
2382,加藤 翔,0.0,1.0,67,女,専門医ではない,HP,1300,5.0,11.0,11.0,0.0,1.0,0.0,0.0,1,2,3,2.0,yes,3,3,1
2383,佐藤 太郎,1.0,,39,男,専門医ではない,HP,1700,4.0,10.0,7.0,0.0,1.0,1.0,0.0,3,0,0,5.0,no,1,4,1
2384,佐藤 太郎,,0.0,39,男,専門医,GP&HP,2200,22.0,17.0,4.0,0.0,0.0,1.0,0.0,1,1,0,5.0,no,7,3,0
2385,山本 大輔,0.0,0.0,39,男,専門医,HP,1100,8.0,7.0,22.0,1.0,1.0,0.0,0.0,0,0,1,5.0,no,3,2,0
2386,鈴木 優子,0.0,0.0,51,男,専門医ではない,GP&HP,1100,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0,1,0,1.0,no,11,5,0
2387,田中 一郎,0.0,1.0,75,男,専門医ではない,GP&HP,2300,6.0,3.0,8.0,1.0,2.0,0.0,0.0,0,0,0,1.0,no,2,1,0
2388,小林 健太,0.0,0.0,69,男,専門医ではない,GP&HP,1500,,7.0,16.0,1.0,1.0,1.0,0.0,1,0,0,2.0,no,1,2,0
2389,伊藤 太郎,1.0,1.0,52,男,専門医,HP,1100,7.0,2.0,33.0,0.0,0.0,1.0,0.0,12,0,11,6.0,yes,3,2,1
2390,佐藤 翔,0.0,2.0,62,男,専門医,GP,1600,6.0,4.0,11.0,1.0,0.0,1.0,1.0,1,1,2,4.0,no,5,3,1
2391,田中 結衣,0.0,1.0,65,男,専門医ではない,GP,1700,3.0,5.0,10.0,0.0,1.0,0.0,0.0,1,1,0,8.0,yes,4,1,0
2392,小林 翔,0.0,1.0,34,男,専門医ではない,GP&HP,1400,22.0,9.0,7.0,1.0,0.0,0.0,0.0,3,2,2,3.0,yes,2,2,0
2393,小林 一郎,0.0,0.0,34,男,専門医ではない,HP,2000,11.0,7.0,8.0,0.0,1.0,1.0,0.0,2,0,0,3.0,no,5,2,0
2394,伊藤 太郎,0.0,0.0,44,女,専門医ではない,GP&HP,1700,4.0,1.0,8.0,0.0,0.0,1.0,0.0,1,5,0,7.0,no,5,0,0
2395,田中 太郎,0.0,1.0,60,男,専門医ではない,GP,1400,3.0,10.0,19.0,0.0,1.0,1.0,1.0,0,2,1,2.0,no,2,2,0
2396,佐藤 太郎,0.0,1.0,44,男,専門医,HP,1700,3.0,6.0,14.0,1.0,0.0,0.0,0.0,1,0,0,4.0,no,3,0,0
2397,小林 一郎,0.0,1.0,51,男,専門医ではない,GP,2200,31.0,12.0,8.0,1.0,1.0,0.0,0.0,1,0,1,3.0,no,6,2,0
2398,山本 優子,0.0,0.0,48,男,専門医ではない,GP,1700,1.0,4.0,15.0,0.0,1.0,1.0,0.0,0,0,2,3.0,no,3,2,0
2399,山本 一郎,1.0,1.0,53,女,専門医ではない,HP,1400,7.0,8.0,8.0,0.0,0.0,0.0,0.0,1,0,4,3.0,yes,1,2,0
2400,田中 太郎,0.0,1.0,28,女,専門医ではない,GP&HP,1400,14.0,1.0,17.0,1.0,2.0,0.0,0.0,0,1,0,3.0,no,7,4,0
2401,加藤 健太,0.0,0.0,58,男,専門医ではない,HP,1300,2.0,7.0,22.0,1.0,1.0,0.0,0.0,3,0,0,1.0,no,5,1,0
2402,佐藤 優子,0.0,0.0,53,女,専門医ではない,GP&HP,1300,6.0,14.0,2.0,0.0,1.0,1.0,0.0,0,18,0,2.0,no,6,0,0
2403,佐藤 花子,0.0,0.0,58,男,専門医ではない,HP,1300,1.0,5.0,24.0,1.0,1.0,0.0,0.0,1,0,2,3.0,no,2,3,0
2404,小林 健太,1.0,0.0,28,女,専門医ではない,HP,2500,1.0,5.0,11.0,1.0,0.0,1.0,0.0,1,3,0,6.0,no,1,3,0
2405,高橋 花子,0.0,0.0,51,男,専門医ではない,HP,3600,6.0,2.0,6.0,0.0,1.0,0.0,0.0,2,0,3,9.0,no,2,3,0
2406,田中 健太,0.0,1.0,75,男,専門医ではない,HP,2200,3.0,13.0,11.0,1.0,1.0,1.0,1.0,0,1,1,6.0,yes,5,3,1
2407,渡辺 太郎,0.0,0.0,33,男,専門医ではない,GP&HP,2000,1.0,3.0,11.0,1.0,1.0,1.0,0.0,0,0,1,5.0,no,3,2,0
2408,伊藤 翔,0.0,0.0,60,女,専門医,HP,2500,4.0,12.0,15.0,1.0,0.0,1.0,0.0,1,1,0,4.0,no,2,2,1
2409,田中 結衣,0.0,0.0,71,男,専門医ではない,HP,1700,2.0,10.0,8.0,1.0,0.0,0.0,0.0,2,2,2,5.0,no,1,3,0
2410,小林 太郎,1.0,0.0,58,男,専門医ではない,GP&HP,1200,9.0,2.0,15.0,1.0,0.0,0.0,0.0,1,0,0,5.0,yes,3,3,0
2411,高橋 大輔,0.0,,64,男,専門医,GP,1600,8.0,17.0,9.0,0.0,0.0,1.0,1.0,1,4,4,7.0,no,3,1,0
2412,高橋 一郎,0.0,1.0,28,女,専門医ではない,GP&HP,1200,4.0,,29.0,1.0,0.0,0.0,0.0,1,1,1,6.0,no,1,2,0
2413,田中 花子,0.0,1.0,31,男,専門医ではない,HP,2200,4.0,10.0,11.0,1.0,1.0,1.0,1.0,0,2,0,1.0,no,2,3,1
2414,小林 美咲,0.0,1.0,63,男,専門医,HP,1100,1.0,1.0,18.0,0.0,0.0,0.0,0.0,1,1,1,4.0,no,3,4,0
2415,伊藤 結衣,0.0,0.0,69,男,専門医ではない,GP&HP,1500,3.0,5.0,6.0,0.0,1.0,2.0,0.0,1,0,1,4.0,yes,9,1,0
2416,加藤 優子,,1.0,49,男,専門医ではない,HP,1200,0.0,12.0,6.0,1.0,0.0,1.0,0.0,0,1,5,4.0,no,3,1,0
2417,渡辺 彩,0.0,1.0,40,男,専門医,GP&HP,1200,17.0,1.0,17.0,1.0,1.0,1.0,0.0,4,2,0,1.0,no,1,3,1
